category_level_1,category_level_2,category_level_3,category_level_4,product_slug,product_name,product_url,specification_sheet_url
heating-cooling,whole-home-systems,gas-furnaces,,dr96tn,Whole Home Gas Furnaces,https://daikincomfort.com/products/heating-cooling/whole-home-systems/gas-furnaces/dr96tn,https://daikincomfort.com/docs/default-source/dr96tn/ss-dr96tn_dd96tn-r32.pdf
heating-cooling,whole-home-systems,gas-furnaces,,dr97mc,Whole Home Gas Furnaces,https://daikincomfort.com/products/heating-cooling/whole-home-systems/gas-furnaces/dr97mc,https://daikincomfort.com/docs/default-source/dd97mc/ss-dr97mc_dd97mc-r32.pdf
heating-cooling,whole-home-systems,gas-furnaces,,ss-dr80sc-u,Whole Home Gas Furnaces,https://daikincomfort.com/products/heating-cooling/whole-home-systems/gas-furnaces/ss-dr80sc-u,https://daikincomfort.com/docs/default-source/dr80sc-u/ss-dr80sc-u-r32.pdf
heating-cooling,whole-home-systems,,,heat-pumps,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps,
heating-cooling,whole-home-systems,heat-pumps,,daikin-fit-heat-pump---dh6vs,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/daikin-fit-heat-pump---dh6vs,https://daikincomfort.com/docs/default-source/daikin-fit-heat-pump---dh6vs/ss-dh6vs-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,daikin-fit-heat-pump-dh7vs,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/daikin-fit-heat-pump-dh7vs,https://daikincomfort.com/docs/default-source/daikin-fit-heat-pump---dh7vs/ss-dh7vs-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,daikin-fit-heat-pump-dz6vs,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/daikin-fit-heat-pump-dz6vs,https://daikincomfort.com/docs/default-source/daikin-fit-heat-pump---dz6vs/ss-dz6vs.pdf
heating-cooling,whole-home-systems,heat-pumps,,dh4se,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dh4se,https://daikincomfort.com/docs/default-source/dh4se/ss-dh4se-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,dh4sq,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dh4sq,https://daikincomfort.com/docs/default-source/dh4sq/ss-dh4sq-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,dh5se,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dh5se,https://daikincomfort.com/docs/default-source/dh5se/ss-dh5se-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,dh7tc,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dh7tc,https://daikincomfort.com/docs/default-source/dh7tc/ss-dh7tc-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,dz4se,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dz4se,https://daikincomfort.com/docs/default-source/dz4se/ss-dz4se.pdf
heating-cooling,whole-home-systems,heat-pumps,,dz4sq,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dz4sq,https://daikincomfort.com/docs/default-source/dz4sq/ss-dz4sq.pdf
heating-cooling,whole-home-systems,heat-pumps,,dz5se,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dz5se,https://daikincomfort.com/docs/default-source/dz5se/ss-dz5se.pdf
heating-cooling,whole-home-systems,heat-pumps,,dz7tc,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dz7tc,https://daikincomfort.com/docs/default-source/dz7tc/ss-dz7tc.pdf
heating-cooling,whole-home-systems,heat-pumps,,dz9vc,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/dz9vc,https://daikincomfort.com/docs/default-source/dz9vc/ss-dz9vc.pdf
heating-cooling,whole-home-systems,heat-pumps,,fit-aurora-heat-pump,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/fit-aurora-heat-pump,https://daikincomfort.com/docs/default-source/fit-aurora-heat-pump-dh9vs/ss-dh9vs-r32.pdf
heating-cooling,whole-home-systems,heat-pumps,,skyair-ftq-ducted,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/skyair-ftq-ducted,
heating-cooling,whole-home-systems,heat-pumps,,vrv-life,Whole Home Heat Pumps,https://daikincomfort.com/products/heating-cooling/whole-home-systems/heat-pumps/vrv-life,
heating-cooling,whole-home-systems,,,packaged-products,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products,
heating-cooling,whole-home-systems,packaged-products,,dp3ch-r-32,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp3ch-r-32,https://daikincomfort.com/docs/default-source/dp3ch-r-32/ss-dp3ch-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp3gm-r32,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp3gm-r32,https://daikincomfort.com/docs/default-source/dp3gm-(r-32)/ss-dp3gm_dp3um_r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp3hh-(r-32),Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp3hh-(r-32),https://daikincomfort.com/docs/default-source/dp3hh-(r-32)/ss-dp3hh-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp3hm-r-32,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp3hm-r-32,https://daikincomfort.com/docs/default-source/dp3hm---r32/ss-dp3hm-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp5gm-r-32,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp5gm-r-32,https://daikincomfort.com/docs/default-source/dp5gm_r32/ss-dp5g_um-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp5hh-(r-32),Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp5hh-(r-32),https://daikincomfort.com/docs/default-source/dp5hh-(r-32)/ss-dp5hh-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp5hm-(r-32),Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp5hm-(r-32),https://daikincomfort.com/docs/default-source/dp5hm-r32/ss-dp5hm-r32.pdf
heating-cooling,whole-home-systems,packaged-products,,dp5um-r32,Whole Home Packaged Systems,https://daikincomfort.com/products/heating-cooling/whole-home-systems/packaged-products/dp5um-r32,
hydronic-systems-altherma,,,,d2271,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/d2271,https://daikincomfort.com/docs/default-source/d2271-thermostat/ss-d2271.pdf
hydronic-systems-altherma,,,,daikin-altherma-3-h-ht---upra-davk,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/daikin-altherma-3-h-ht---upra-davk,
hydronic-systems-altherma,,,,daikin-altherma-3-h-ht---utbx040ef6vj,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/daikin-altherma-3-h-ht---utbx040ef6vj,
hydronic-systems-altherma,,,,daikin-altherma-dhw-tank-uhws-d3vj,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/daikin-altherma-dhw-tank-uhws-d3vj,
hydronic-systems-altherma,,,,daikin-altherma-hpc---fwxt-aatsbuc(l-r)_1,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/daikin-altherma-hpc---fwxt-aatsbuc(l-r)_1,
hydronic-systems-altherma,,,,daikin-altherma-hpc---fwxv-aatsbu(l-r),Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/daikin-altherma-hpc---fwxv-aatsbu(l-r),
hydronic-systems-altherma,,,,hydronic-air-handler---vmb,Daikin ALTHERMA,https://daikincomfort.com/products/hydronic-systems-altherma/hydronic-air-handler---vmb,
thermostats-controls,,,,d2271,Daikin D2271 Connected Thermostat,https://daikincomfort.com/products/thermostats-controls/d2271,https://daikincomfort.com/docs/default-source/d2271-thermostat/ss-d2271.pdf
thermostats-controls,,,,daikin-adapter---brp9a7,Ventilation and Alarm Adapter  - BRP9A7,https://daikincomfort.com/products/thermostats-controls/daikin-adapter---brp9a7,
thermostats-controls,,,,daikin-cloud-wifi-adaptor,Daikin DKN Cloud Wi-Fi Adapter,https://daikincomfort.com/products/thermostats-controls/daikin-cloud-wifi-adaptor,
thermostats-controls,,,,daikin-one-lite-connected-thermostat-professional,Daikin ONE Lite smart thermostat,https://daikincomfort.com/products/thermostats-controls/daikin-one-lite-connected-thermostat-professional,https://daikincomfort.com/docs/default-source/daikin-one-lite/ss-onelite.pdf
thermostats-controls,,,,daikin-one-plus,Daikin ONE+ smart thermostat,https://daikincomfort.com/products/thermostats-controls/daikin-one-plus,https://daikincomfort.com/docs/default-source/daikin-one-/ss-oneplus-st.pdf
thermostats-controls,,,,daikin-one-touch,Daikin One Touch Thermostat,https://daikincomfort.com/products/thermostats-controls/daikin-one-touch,https://daikincomfort.com/docs/default-source/daikin-one-touch/ss-onetouch.pdf
thermostats-controls,,,,daikin-zone-control-panel-dozp-6-ada-a,Daikin Zone Control Panel DOZP-6-ADA-A,https://daikincomfort.com/products/thermostats-controls/daikin-zone-control-panel-dozp-6-ada-a,https://daikincomfort.com/docs/default-source/dozp-6-ada-a/ss-zonepanel.pdf
thermostats-controls,,,,rht-sensor,Daikin ONE Wireless RHT Sensor,https://daikincomfort.com/products/thermostats-controls/rht-sensor,https://daikincomfort.com/docs/default-source/rht-sensor/ss-wireless-rht.pdf
